ID;Plaats;Straat;PostCode;Huisnummer;HuishoudenID;WatermeterID
1619;Rotterdam;Opzoomerstraat;3023SH;34B;4;1
1620;Rotterdam;Duyststraat;3023EC;101;2;2
1621;Rotterdam;Pupillenstraat;3023VZ;114A;5;3
1622;Rotterdam;Aelbrechtskade;3023JE;116B;3;3
1623;Rotterdam;Pupillenstraat;3023VZ;112A;2;1
1624;Rotterdam;Hooidrift;3023KK;125A;4;2
1625;Rotterdam;Ruilstraat;3023XJ;13;5;3
1626;Rotterdam;Osseweistraat;3023DD;132;5;2
1627;Rotterdam;Heemraadstraat;3023VA;13C;3;4
1628;Rotterdam;Hooidrift;3023KM;155A;2;3
1629;Rotterdam;Schonebergerweg;3023ZE;17A;4;3
1630;Rotterdam;Passerelstraat;3023ZA;17B;3;2
1631;Rotterdam;Heemraadssingel;3023CB;183B;1;1
1632;Rotterdam;Passerelstraat;3023ZA;1C;4;1
1633;Rotterdam;Davidsstraat;3023KD;20A;4;2
1634;Rotterdam;Davidsstraat;3023KD;20B;3;3
1635;Rotterdam;Samuel Mullerstraat;3023SR;20C;3;1
1636;Rotterdam;Aelbrechtskade;3023JM;217;3;1
1637;Rotterdam;Heemraadssingel;3023CC;217A;5;1
1638;Rotterdam;Hooidrift;3023KG;21A;1;4
1639;Rotterdam;Heemraadstraat;3023VG;24A;3;2
1640;Rotterdam;Korenaarstraat;3023XG;22C;2;2
1641;Rotterdam;Heemraadssingel;3023CD;231;2;4
1642;Rotterdam;Groshansstraat;3023SB;24;3;3
1643;Rotterdam;Heemraadssingel;3023BG;299D;4;1
1644;Rotterdam;Heemraadssingel;3023BG;301B;4;4
1645;Rotterdam;Van der Hilststraat;3023PK;25B;4;2
1646;Rotterdam;Korenaarstraat;3023XD;25D;3;3
1647;Rotterdam;Ruilstraat;3023XK;25F;2;4
1648;Rotterdam;Geuzenlaan;3023PJ;26;4;2
1649;Rotterdam;C.P. Tielestraat;3023TD;26A;3;1
1650;Rotterdam;Geuzenlaan;3023PH;27;2;2
1651;Rotterdam;Van Heusdestraat;3023RT;28B;2;4
1652;Rotterdam;Vierambachtsstraat;3023AN;28B;3;1
1653;Rotterdam;Rochussenstraat;3023DE;291C;1;2
1654;Rotterdam;Opzoomerstraat;3023SH;30A;5;1
1655;Rotterdam;Nieuwe Binnenweg;3023ES;360B;3;3
1656;Rotterdam;Mathenesserlaan;3023GL;471A;4;4
1657;Rotterdam;Mathenesserlaan;3023HK;478A;5;4
1658;Rotterdam;C.P. Tielestraat;3023TB;33B;2;4
1659;Rotterdam;Mathenesserlaan;3023GB;343;5;3
1660;Rotterdam;Korenaardwarsstraat;3023XA;35;1;2
1661;Rotterdam;Nieuwe Binnenweg;3023ES;356B;4;4
1662;Rotterdam;Van Heusdestraat;3023RN;37A;4;1
1663;Rotterdam;Mathenesserlaan;3023HC;386B;1;2
1664;Rotterdam;Mathenesserlaan;3023GE;387B;5;3
1665;Rotterdam;Nieuwe Binnenweg;3023EV;400C;1;2
1666;Rotterdam;Vierambachtsstraat;3023AN;38B;3;4
1667;Rotterdam;Duyststraat;3023EC;39;5;1
1668;Rotterdam;Heemraadsplein;3023BC;3A;3;4
1669;Rotterdam;Nieuwe Binnenweg;3023EV;402E;2;2
1670;Rotterdam;Schonebergerweg;3023ZM;42;4;1
1671;Rotterdam;Gerrit Jan Mulderstraat;3023RH;42B;1;4
1672;Rotterdam;Passerelstraat;3023ZD;42B;3;4
1673;Rotterdam;Coolhaven;3023BA;459;4;4
1674;Rotterdam;Ruilstraat;3023XL;45C;4;3
1675;Rotterdam;Mathenesserlaan;3023HJ;460A;3;3
1676;Rotterdam;Davidsstraat;3023KE;48B;4;4
1677;Rotterdam;Heemraadstraat;3023VH;48B;2;4
1678;Rotterdam;Samuel Mullerstraat;3023SN;49A;1;3
1679;Rotterdam;Ruilstraat;3023XL;49B;2;2
1680;Rotterdam;Mathenesserlaan;3023HL;510;2;2
1681;Rotterdam;Korenaarstraat;3023XE;53;4;2
1682;Rotterdam;Davidsstraat;3023KE;54C;5;1
1683;Rotterdam;Davidsstraat;3023KB;55A;3;3
1684;Rotterdam;Davidsstraat;3023KE;56;3;1
1685;Rotterdam;Van der Hilststraat;3023PM;56;3;4
1686;Rotterdam;Van Heusdestraat;3023RP;57A;2;4
1687;Rotterdam;Ruilstraat;3023XV;60;2;2
1688;Rotterdam;Van der Hilstdwarsstraat;3023PP;60;4;2
1689;Rotterdam;Gerrit Jan Mulderstraat;3023RC;61D;4;1
1690;Rotterdam;Davidsstraat;3023KC;65C;4;1
1691;Rotterdam;Schonebergerweg;3023ZM;66;2;2
1692;Rotterdam;Pupillenstraat;3023VW;66C;4;3
1693;Rotterdam;Ruilstraat;3023XW;66D;1;1
1694;Rotterdam;Gerrit Jan Mulderstraat;3023RC;67B;2;2
1695;Rotterdam;Van der Hilststraat;3023PL;6C;2;2
1696;Rotterdam;Ruilstraat;3023XN;81C;4;4
1697;Rotterdam;Pupillenstraat;3023VW;70D;3;3
1698;Rotterdam;Ruilstraat;3023XW;72B;3;1
1699;Rotterdam;Hooidrift;3023KJ;73B;4;1
1700;Rotterdam;Gerrit Jan Mulderstraat;3023RD;75B;4;4
1701;Rotterdam;Van Heusdestraat;3023RR;77;3;4
1702;Rotterdam;Aelbrechtskade;3023JB;96A;2;4
1703;Rotterdam;Heemraadstraat;3023VJ;98;2;4
1704;Rotterdam;Schonebergerweg;3023ZP;98;3;1
1705;Rotterdam;Nozemanstraat;3023TK;7A;1;2
1706;Rotterdam;Van Heusdestraat;3023RX;86A;4;4
1707;Rotterdam;Ruilstraat;3023XN;87A;3;3
1708;Rotterdam;Aelbrechtskade;3023JB;87H;4;1
1709;Rotterdam;Van Heusdestraat;3023RX;88;2;3
1710;Rotterdam;Pupillenstraat;3023VP;89A;5;1
1711;Rotterdam;Schonebergerweg;3023ZK;8B;1;1
1712;Rotterdam;Van der Hilststraat;3023PM;90;4;3
1713;Rotterdam;Aelbrechtskade;3023JB;92B;1;4
1714;Rotterdam;Gerrit Jan Mulderstraat;3023RL;92B;1;4
1715;Rotterdam;Passerelstraat;3023ZB;93;5;3
1716;Rotterdam;Van der Hilststraat;3023PM;94;4;2
1717;Rotterdam;Samuel Mullerplein;3023SJ;9A;1;2
1718;Rotterdam;Hofstedestraat;3022RA;21A;2;4
1719;Rotterdam;Beukelsweg;3022GG;105;3;3
1720;Rotterdam;Heemraadssingel;3022CB;105;5;2
1721;Rotterdam;Van Cittersstraat;3022LM;100;5;1
1722;Rotterdam;Essenburgsingel;3022EG;101B;2;3
1723;Rotterdam;Van der Palmstraat;3022VZ;102;4;4
1724;Rotterdam;Rauwenhoffstraat;3022RM;109;4;4
1725;Rotterdam;Veeluststraat;3022PW;10B;4;2
1726;Rotterdam;Aelbrechtskade;3022HK;10B;3;2
1727;Rotterdam;Burgemeester Meineszlaan;3022BP;110;1;2
1728;Rotterdam;Doedesstraat;3022VD;117;2;3
1729;Rotterdam;Jagthuisstraat;3022PM;11A;4;1
1730;Rotterdam;Aelbrechtskade;3022HK;11A;5;3
1731;Rotterdam;Buitenhofstraat;3022PA;11C;3;3
1732;Rotterdam;Vierambachtsstraat;3022AK;127A;3;3
1733;Rotterdam;Rauwenhoffstraat;3022RM;131;5;2
1734;Rotterdam;Beukelsdijk;3022DL;138B;3;3
1735;Rotterdam;Van Weelstraat;3022ZA;13A;4;4
1736;Rotterdam;Essenburgstraat;3022MJ;141;5;4
1737;Rotterdam;Buitenhofstraat;3022PJ;148;2;2
1738;Rotterdam;Beukelsdijk;3022DC;149B;1;2
1739;Rotterdam;Beukelsdijk;3022DC;151;1;2
1740;Rotterdam;Van Oosterzeestraat;3022XL;153;5;3
1741;Rotterdam;Beukelsdijk;3022DE;157B;5;3
1742;Rotterdam;Rauwenhoffstraat;3022RM;159;2;4
1743;Rotterdam;Essenburgstraat;3022MA;15A;1;2
1744;Rotterdam;Hugo Molenaarstraat;3022NM;15B;3;1
1745;Rotterdam;Virulyplein;3022ZJ;16B;3;1
1746;Rotterdam;Adrien Mildersstraat;3022NA;1A;2;2
1747;Rotterdam;Vierambachtsstraat;3022AL;183;1;2
1748;Rotterdam;Van Cittersstraat;3022LK;18A;5;1
1749;Rotterdam;Van Cittersstraat;3022LK;18B;3;2
1750;Rotterdam;Burgemeester Meineszplein;3022XB;19;4;1
1751;Rotterdam;Jagthuisstraat;3022PN;19A;4;1
1752;Rotterdam;Allard Piersonstraat;3022HJ;36D;5;1
1753;Rotterdam;Virulyplein;3022ZK;22A;1;2
1754;Rotterdam;Van Oosterzeestraat;3022XM;22B;3;2
1755;Rotterdam;Tidemanstraat;3022SJ;24;2;1
1756;Rotterdam;Van Weelstraat;3022ZD;24A;2;4
1757;Rotterdam;Adrien Mildersstraat;3022NG;26A;5;3
1758;Rotterdam;Tidemanstraat;3022SH;2B;3;3
1759;Rotterdam;Aelbrechtsplein;3022HR;2C;4;3
1760;Rotterdam;Burgemeester Meineszplein;3022XC;30A;4;1
1761;Rotterdam;Van Oosterzeestraat;3022XN;30B;4;4
1762;Rotterdam;Burgemeester Meineszplein;3022XC;27B;3;1
1763;Rotterdam;Buitenhofstraat;3022PC;31;5;4
1764;Rotterdam;Hofstedestraat;3022RB;33;3;4
1765;Rotterdam;Van Cittersstraat;3022LG;33A;4;4
1766;Rotterdam;Beukelsweg;3022GC;37B;4;3
1767;Rotterdam;Adrien Mildersstraat;3022NC;37D;3;4
1768;Rotterdam;Werkhoefstraat;3022EW;3A;4;4
1769;Rotterdam;Allard Piersonstraat;3022HE;4;2;2
1770;Rotterdam;Gerrit van de Lindestraat;3022TE;65;3;2
1771;Rotterdam;Van Cittersstraat;3022LL;50B;1;2
1772;Rotterdam;Grasstraat;3022PL;4;4;3
1773;Rotterdam;Van Weelstraat;3022ZE;40A;3;3
1774;Rotterdam;Burgemeester Meineszlaan;3022BK;44A;4;2
1775;Rotterdam;Tidemanstraat;3022SE;45;3;2
1776;Rotterdam;Essenburgstraat;3022MC;45;2;3
1777;Rotterdam;Van der Palmstraat;3022VZ;46;4;1
1778;Rotterdam;Adrien Mildersstraat;3022NH;46B;2;4
1779;Rotterdam;Craandijkstraat;3022HV;4C;2;2
1780;Rotterdam;Beukelsweg;3022GK;52B;5;2
1781;Rotterdam;Aelbrechtskade;3022HP;59A;2;2
1782;Rotterdam;Buitenhofstraat;3022PA;5A;4;3
1783;Rotterdam;Adrien Mildersstraat;3022NA;5B;4;3
1784;Rotterdam;Essenburgstraat;3022MA;5C;3;2
1785;Rotterdam;Gerrit van de Lindestraat;3022TA;5C;1;2
1786;Rotterdam;Essenburgsingel;3022EB;63A;3;1
1787;Rotterdam;Essenburgstraat;3022MD;69A;2;4
1788;Rotterdam;Adrien Mildersstraat;3022NE;69B;2;4
1789;Rotterdam;Doedesstraat;3022VD;69D;4;1
1790;Rotterdam;De Jagerstraat;3022VN;71A;2;2
1791;Rotterdam;Beukelsweg;3022GL;72B;3;4
1792;Rotterdam;Gerrit van de Lindestraat;3022TP;74C;4;4
1793;Rotterdam;Hofstedestraat;3022RG;92;3;1
1794;Rotterdam;Essenburgstraat;3022MG;93C;4;4
1795;Rotterdam;Beukelsdijk;3022DJ;94A;1;2
1796;Rotterdam;Rauwenhoffstraat;3022RR;78;1;3
1797;Rotterdam;Allard Piersonstraat;3022HA;7A;3;3
1798;Rotterdam;Beukelsdijk;3022DJ;80A;2;3
1799;Rotterdam;Mathenesserplein;3022LD;85C;5;4
1800;Rotterdam;Mathenesserplein;3022LD;86B;3;1
1801;Rotterdam;Mathenesserplein;3022LD;86C;1;2
1802;Rotterdam;Gerrit van de Lindestraat;3022TG;87;2;4
1803;Rotterdam;Havenzichtstraat;3022GN;9;1;2
1804;Rotterdam;Rauwenhoffstraat;3022RM;97;2;1
1805;Rotterdam;Coolhaven;3015GC;1;4;2
1806;Rotterdam;Hendrick Sorchstraat;3021VH;102;5;1
1807;Rotterdam;Volmarijnstraat;3021XS;12;2;3
1808;Rotterdam;Volmarijnstraat;3021XM;111A;2;1
1809;Rotterdam;Coolhaven;3015GC;115;3;4
1810;Rotterdam;Hendrick Sorchstraat;3021VH;116;2;1
1811;Rotterdam;Schietbaanlaan;3021LP;128B;4;2
1812;Rotterdam;Robert Fruinstraat;3021XD;12A;5;3
1813;Rotterdam;Hendrick Sorchstraat;3021VH;134;4;1
1814;Rotterdam;Jan Sonjéstraat;3021TW;12B;3;2
1815;Rotterdam;Robert Fruinstraat;3021XD;12C;4;1
1816;Rotterdam;Middellandplein;3021BS;12F;2;1
1817;Rotterdam;Snellinckstraat;3021WJ;12R;3;3
1818;Rotterdam;Volmarijnstraat;3021XX;146B;3;3
1819;Rotterdam;Volmarijnstraat;3021XS;14;5;3
1820;Rotterdam;'s-Gravendijkwal;3021EL;143C;4;4
1821;Rotterdam;Bellevoysstraat;3021TM;144;3;4
1822;Rotterdam;Claes de Vrieselaan;3021JK;145;2;4
1823;Rotterdam;Hondiusstraat;3021NJ;145;4;3
1824;Rotterdam;Bellevoysstraat;3021TG;14A;2;4
1825;Rotterdam;Schietbaanlaan;3021LJ;14B;1;1
1826;Rotterdam;'s-Gravendijkwal;3021EM;153E;2;2
1827;Rotterdam;Volmarijnstraat;3021XP;155C;4;1
1828;Rotterdam;Heemraadssingel;3021DK;156;2;3
1829;Rotterdam;'s-Gravendijkwal;3021EM;159H;2;4
1830;Rotterdam;'s-Gravendijkwal;3021EM;159J;2;3
1831;Rotterdam;Volmarijnstraat;3021XZ;160C;2;1
1832;Rotterdam;Schietbaanlaan;3021LJ;16A;4;3
1833;Rotterdam;Nieuwe Binnenweg;3021GA;185A;5;4
1834;Rotterdam;Rochussenstraat;3021NR;187C;3;4
1835;Rotterdam;Middellandplein;3021BT;18B;4;4
1836;Rotterdam;Nieuwe Binnenweg;3021GA;191B;3;1
1837;Rotterdam;Nieuwe Binnenweg;3021GA;193B;4;2
1838;Rotterdam;Hendrick Sorchstraat;3021VH;180;4;3
1839;Rotterdam;Rochussenstraat;3021NR;195A;2;2
1840;Rotterdam;Bellevoysstraat;3021TH;20B;2;3
1841;Rotterdam;Claes de Vrieselaan;3021JP;20B;4;2
1842;Rotterdam;Coolhaven;3015GC;213;3;2
1843;Rotterdam;Rochussenstraat;3021NS;217B;3;3
1844;Rotterdam;Nieuwe Binnenweg;3021GC;221A;1;2
1845;Rotterdam;Rochussenstraat;3021NT;225B;1;3
1846;Rotterdam;Nieuwe Binnenweg;3021GM;228A;2;1
1847;Rotterdam;Zwaerdecroonstraat;3021WT;22A;4;4
1848;Rotterdam;Nieuwe Binnenweg;3021GC;231A;3;3
1849;Rotterdam;Nieuwe Binnenweg;3021GC;233B;2;1
1850;Rotterdam;Nieuwe Binnenweg;3021GD;239B;3;3
1851;Rotterdam;Bellevoysstraat;3021TB;23E;3;1
1852;Rotterdam;Robert Fruinstraat;3021XB;25;2;3
1853;Rotterdam;Rochussenstraat;3021NW;253G;2;4
1854;Rotterdam;Mathenesserlaan;3021HR;254;2;3
1855;Rotterdam;Rochussenstraat;3021NW;255B;2;4
1856;Rotterdam;Nieuwe Binnenweg;3021GD;263;3;1
1857;Rotterdam;Hondiusstraat;3021NL;26B;5;2
1858;Rotterdam;Mathenesserlaan;3021HG;275A;1;4
1859;Rotterdam;Joost van Geelstraat;3021VK;27B;4;1
1860;Rotterdam;Nieuwe Binnenweg;3021GT;292;2;2
1861;Rotterdam;Nieuwe Binnenweg;3021GG;297A;4;4
1862;Rotterdam;Heemraadssingel;3021NC;298F;1;4
1863;Rotterdam;Mathenesserlaan;3021HL;313B;3;2
1864;Rotterdam;Nieuwe Binnenweg;3021GH;313B;5;2
1865;Rotterdam;Snellinckstraat;3021WJ;32A;2;2
1866;Rotterdam;Jan Porcellisstraat;3021TP;35B;5;3
1867;Rotterdam;Snellinckstraat;3021WD;35B;1;2
1868;Rotterdam;Joost van Geelstraat;3021VN;36A;4;4
1869;Rotterdam;Bellevoysstraat;3021TH;36C;3;4
1870;Rotterdam;Claes de Vrieselaan;3021JB;37B;2;4
1871;Rotterdam;Van der Poelstraat;3021VS;39;2;2
1872;Rotterdam;Schietbaanlaan;3021LC;41B;2;4
1873;Rotterdam;Johannes de Vouplein;3021VV;43;1;2
1874;Rotterdam;Zwaerdecroonstraat;3021WR;55C;2;2
1875;Rotterdam;Hendrick Sorchstraat;3021VG;56;4;2
1876;Rotterdam;Hondiusstraat;3021NM;48;2;2
1877;Rotterdam;Schermlaan;3021KK;4A;4;2
1878;Rotterdam;De Vliegerstraat;3021ZS;44B;5;2
1879;Rotterdam;Joost van Geelstraat;3021VK;45A;2;1
1880;Rotterdam;Snellinckstraat;3021WD;45C;4;2
1881;Rotterdam;Johannes de Vouplein;3021VR;46;1;1
1882;Rotterdam;Bellevoysstraat;3021TJ;50B;4;4
1883;Rotterdam;Schermlaan;3021KM;54;2;4
1884;Rotterdam;Joost van Geelstraat;3021VM;6B;3;1
1885;Rotterdam;Volmarijnstraat;3021XG;7;3;4
1886;Rotterdam;Van der Poelstraat;3021VZ;70;2;1
1887;Rotterdam;Claes de Vrieselaan;3021JS;82B;3;4
1888;Rotterdam;Schietbaanlaan;3021LE;75B;4;3
1889;Rotterdam;Van der Poelstraat;3021VZ;76;1;4
1890;Rotterdam;Schietbaanlaan;3021LE;77;1;3
1891;Rotterdam;Schietbaanlaan;3021LE;81;4;4
1892;Rotterdam;Joost van Geelstraat;3021VP;90;2;4
1893;Rotterdam;'s-Gravendijkwal;3021EG;91A;4;1
1894;Rotterdam;Jan Sonjéstraat;3021TT;9A;1;3
1895;Rotterdam;Graaf Florisstraat;3021CG;4B;3;2
1896;Rotterdam;1e Middellandstraat;3021BA;51D;5;2
1897;Rotterdam;Graaf Florisstraat;3021CC;51J;4;2
1898;Rotterdam;Henegouwerplein;3021PM;52B;5;2
1899;Rotterdam;Heemraadssingel;3021DG;106B;2;3
1900;Rotterdam;Heemraadssingel;3021DH;118A;1;1
1901;Rotterdam;Beatrijsstraat;3021RA;13D;3;1
1902;Rotterdam;Beatrijsstraat;3021RA;15A;4;4
1903;Rotterdam;Beatrijsstraat;3021RA;17C;3;3
1904;Rotterdam;Graaf Florisstraat;3021CA;17G;3;3
1905;Rotterdam;Beukelsdijk;3021AG;20B;1;1
1906;Rotterdam;Suze Groeneweglaan;3021DW;211;2;3
1907;Rotterdam;Middellandplein;3021BV;25;4;1
1908;Rotterdam;Beatrijsstraat;3021RB;25B;1;3
1909;Rotterdam;Essenburgsingel;3021AN;25M;4;4
1910;Rotterdam;Beukelsdijk;3021AH;28B;2;1
1911;Rotterdam;Jan van Avennesstraat;3021RR;28B;3;3
1912;Rotterdam;Jan van Avennesstraat;3021RM;31A;2;3
1913;Rotterdam;Essenburgsingel;3021AP;31B;4;1
1914;Rotterdam;Middellandplein;3021BV;33A;2;1
1915;Rotterdam;Hennewierstraat;3021PS;34D;4;4
1916;Rotterdam;Graaf Florisstraat;3021CA;5A;4;3
1917;Rotterdam;Velsenluststraat;3021AW;6;5;4
1918;Rotterdam;Beatrijsstraat;3021RH;60;2;1
1919;Rotterdam;Aleidisstraat;3021SE;61A;3;4
1920;Rotterdam;Beukelsdijk;3021AD;61A;4;1
1921;Rotterdam;Henegouwerplein;3021PM;38;1;3
1922;Rotterdam;Beukelsdijk;3021AH;38B;3;2
1923;Rotterdam;Suze Groeneweglaan;3021DS;43;2;4
1924;Rotterdam;Oostervantstraat;3021PX;46;2;2
1925;Rotterdam;Oostervantstraat;3021PV;8a;2;3
1926;Rotterdam;Suze Groeneweglaan;3021DS;57;2;3
1927;Rotterdam;Duivenvoordestraat;3021PD;65;3;3
1928;Rotterdam;Henegouwerlaan;3021CS;65A;3;3
1929;Rotterdam;Beukelsdijk;3021AD;67A;3;1
1930;Rotterdam;Frank van Borselenstraat;3021RK;6A;5;4
1931;Rotterdam;Duivenvoordestraat;3021PE;79A;3;4
1932;Rotterdam;Heemraadssingel;3021DG;98;2;2
1933;Rotterdam;Sara Cornelia Molen;3063PD;10;4;2
1934;Rotterdam;Admiraliteitskade;3063EB;11B;4;4
1935;Rotterdam;Oostzeedijk;3063BJ;150D;3;3
1936;Rotterdam;Admiraliteitskade;3063EA;2D;4;2
1937;Rotterdam;Boslandwerf;3063PB;43;3;2
1938;Rotterdam;Oostmaaslaan;3063AX;399;2;1
1939;Rotterdam;Oostmaaslaan;3063AX;467;4;4
1940;Rotterdam;Oostmaaslaan;3063AX;501;2;2
1941;Rotterdam;Assendelftstraat;3061ZM;50B;3;3
1942;Rotterdam;Admiraliteitskade;3063EA;7D;5;1
1943;Rotterdam;Fuikstraat;3061LE;37;4;2
1944;Rotterdam;Schapendreef;3034ZL;371;1;4
1945;Rotterdam;Vlietlaan;3061DT;37A;3;2
1946;Rotterdam;Jaffahof;3061KZ;1;2;1
1947;Rotterdam;Jericholaan;3061HD;111A;2;1
1948;Rotterdam;Schapendreef;3034ZL;113;4;4
1949;Rotterdam;Libanonweg;3061KH;12B;1;1
1950;Rotterdam;Libanonweg;3061KH;12C;3;2
1951;Rotterdam;Jaffa;3061JG;13D;3;3
1952;Rotterdam;Ebalstraat;3061KB;14C;2;1
1953;Rotterdam;Boerschaplaan;3034ZD;150;2;1
1954;Rotterdam;Boezemdwarsstraat;3034ER;166;4;2
1955;Rotterdam;Berkelstraat;3061JC;185;4;4
1956;Rotterdam;Oudedijk;3061AE;205B;3;2
1957;Rotterdam;Schapendreef;3034ZL;209;4;1
1958;Rotterdam;Boezemsingel;3034CC;242;2;3
1959;Rotterdam;Oudedijk;3061AH;243A;2;3
1960;Rotterdam;IJsclubstraat;3061GR;25A;4;2
1961;Rotterdam;Boerschaplaan;3034ZE;284;2;4
1962;Rotterdam;Oudedijk;3061AJ;261A;2;3
1963;Rotterdam;Schapendreef;3034ZK;27;2;3
1964;Rotterdam;Oudedijk;3061AL;299C;4;4
1965;Rotterdam;Sophiakade;3061DK;2B;2;2
1966;Rotterdam;Oudedijk;3061AL;307A;2;4
1967;Rotterdam;Schapendreef;3034ZL;327;2;4
1968;Rotterdam;Boerschaplaan;3034ZB;33;1;3
1969;Rotterdam;Vlietlaan;3061DT;33A;4;2
1970;Rotterdam;Ramlehweg;3061JZ;36A;1;3
1971;Rotterdam;Koeweide;3034ZG;39;4;3
1972;Rotterdam;Sophiastraat;3061LT;38B;4;3
1973;Rotterdam;Vlietlaan;3061DV;53A;2;2
1974;Rotterdam;Wildeveenstraat;3061GZ;54;2;3
1975;Rotterdam;Schapendreef;3034ZM;397;3;4
1976;Rotterdam;Goudse Rijweg;3061DA;3F;2;2
1977;Rotterdam;Ooienpad;3034ZH;40;4;2
1978;Rotterdam;Boezemstraat;3034EN;402;2;2
1979;Rotterdam;Schapendreef;3034ZM;409;2;1
1980;Rotterdam;Boezemstraat;3034EN;412;2;1
1981;Rotterdam;Boezemstraat;3034EN;426;4;1
1982;Rotterdam;Jericholaan;3061HB;43A;3;1
1983;Rotterdam;Ramlehweg;3061JW;43B;5;2
1984;Rotterdam;Boezemsingel;3034CD;452;2;1
1985;Rotterdam;IJsclubstraat;3061GV;46;3;4
1986;Rotterdam;Boezemsingel;3034CD;466;4;1
1987;Rotterdam;Jeruzalemstraat;3061GP;52A;4;4
1988;Rotterdam;Jaffa;3061JK;56A;4;2
1989;Rotterdam;Fuikstraat;3061LE;81;4;4
1990;Rotterdam;Boezemdwarsstraat;3034ER;82;4;4
1991;Rotterdam;Jaffa;3061JK;58A;3;1
1992;Rotterdam;Koeweide;3034ZG;6;2;1
1993;Rotterdam;Vleeshouwerstraat;3034EV;6;3;2
1994;Rotterdam;Boerschaplaan;3034ZD;62;5;4
1995;Rotterdam;Boerschaplaan;3034ZD;64;2;4
1996;Rotterdam;Jericholaan;3061HE;6A;2;3
1997;Rotterdam;Jaffahof;3061KZ;7;4;2
1998;Rotterdam;Boezemdwarsstraat;3034ER;70;2;1
1999;Rotterdam;Boezemlaan;3034XD;75;5;1
2000;Rotterdam;Boezemstraat;3034EN;78;5;1
2001;Rotterdam;Jericholaan;3061HH;82B;2;1
2002;Rotterdam;Berkelstraat;3061JC;85;5;1
2003;Rotterdam;Nieuwe Boezemstraat;3034PJ;88;2;4
2004;Rotterdam;Sophiakade;3061DR;89;1;2
2005;Rotterdam;Fuikstraat;3061LG;8a;4;4
2006;Rotterdam;Kralingse Plaslaan;3061DG;97A;4;3
2007;Rotterdam;Oostzeedijk;3063CB;298A;5;3
2008;Rotterdam;Oostzeedijk;3063CB;298H;2;4
2009;Rotterdam;Robert Baeldestraat;3061TL;76;1;1
2010;Rotterdam;Boezemkade;3031BB;77;2;1
2011;Rotterdam;Admiraliteitskade;3063EE;79;4;1
2012;Rotterdam;Ringersplaats;3061BE;79;3;1
2013;Rotterdam;Wollefoppenstraat;3061MZ;102;3;3
2014;Rotterdam;Touwslagersstraat;3061VX;10B;1;4
2015;Rotterdam;Van Traaplaats;3061BG;11;2;3
2016;Rotterdam;Weteringstraat;3061PN;115;5;1
2017;Rotterdam;Schinkelstraat;3061MN;116;4;1
2018;Rotterdam;'s-Lands werf;3063GD;122A;5;2
2019;Rotterdam;Wollefoppenstraat;3061MZ;126;2;2
2020;Rotterdam;'s-Lands werf;3063GD;128;2;1
2021;Rotterdam;Ringersplaats;3061BE;13;5;2
2022;Rotterdam;Boezemkade;3031BB;137;5;2
2023;Rotterdam;Honingbijstraat;3061VZ;137;4;1
2024;Rotterdam;Hoge Boezem;3061CM;13C;5;3
2025;Rotterdam;Admiraliteitsstraat;3063EJ;13A;4;1
2026;Rotterdam;Heer Hugostraat;3061NL;14A;2;1
2027;Rotterdam;Touwslagersstraat;3061VX;14C;1;2
2028;Rotterdam;Sionstraat;3061EP;15A;4;2
2029;Rotterdam;Dijkstraat;3061TA;15B;3;4
2030;Rotterdam;Hoge Boezem;3061CM;17E;2;2
2031;Rotterdam;Ketenstraat;3061MH;183;2;3
2032;Rotterdam;Plantagestraat;3061SZ;18C;5;2
2033;Rotterdam;Touwslagersstraat;3061VX;18E;2;3
2034;Rotterdam;Hoge Boezem;3061CM;19A;3;3
2035;Rotterdam;Koenenstraat;3061NS;28;4;1
2036;Rotterdam;Boezemkade;3031BB;281;3;1
2037;Rotterdam;Hélène Swarthstraat;3061CJ;1C;4;2
2038;Rotterdam;Speelmanstraat;3061TR;1C;4;1
2039;Rotterdam;Doctor Zamenhofstraat;3061SH;2;2;1
2040;Rotterdam;Schinkelstraat;3061ML;20;3;4
2041;Rotterdam;Sionstraat;3061EP;21B;3;2
2042;Rotterdam;Vlinderstraat;3061VM;24;5;4
2043;Rotterdam;'s-Lands werf;3063GG;241;2;4
2044;Rotterdam;Oostzeedijk Beneden;3061VW;239D;1;2
2045;Rotterdam;Doctor Zamenhofstraat;3061SE;23B;3;1
2046;Rotterdam;'s-Lands werf;3063GH;265;4;1
2047;Rotterdam;Goudse Rijweg;3061DD;26A;3;1
2048;Rotterdam;Oostplein;3061CH;271;5;2
2049;Rotterdam;Van de Leckestraat;3061PB;4B;3;2
2050;Rotterdam;Oostplein;3061CH;275;4;4
2051;Rotterdam;'s-Lands werf;3063GB;28;5;2
2052;Rotterdam;Frits Ruysstraat;3061MG;36A;4;1
2053;Rotterdam;Vredenoordlaan;3061RM;36A;5;1
2054;Rotterdam;Vlietlaan;3061DX;36A;1;1
2055;Rotterdam;Frits Ruysstraat;3061MG;36B;4;2
2056;Rotterdam;Weteringstraat;3061PS;370;3;4
2057;Rotterdam;Brouwersstraat;3061ND;29D;4;4
2058;Rotterdam;Van de Leckestraat;3061PB;2A;3;2
2059;Rotterdam;Oostzeedijk;3063CB;300B;5;4
2060;Rotterdam;Gerdesiaweg;3061RT;303;2;4
2061;Rotterdam;Sionstraat;3061ER;31A;4;2
