ID;Naam;HuishoudenID;AdresID;Ingangsdatum;Einddatum
1714;Shannon Bauer;1;1714;1-1-2022;
1715;Jim Rasmussen;2;1715;1-1-2022;
1716;Miah Doyle;2;1716;1-1-2022;
1717;Harri Rangel;3;1717;1-1-2022;
1718;Emelia Grimes;5;1718;1-1-2022;
1719;Kaden Hilton;3;1719;1-1-2022;
1720;Cameron Dickerson;5;1720;1-1-2022;
1721;Idris Copeland;1;1721;1-1-2022;
1722;Hayden Chen;1;1722;1-1-2022;
1723;Clayton Farrell;5;1723;1-1-2022;
1724;Safia Hodges;4;1724;1-1-2022;
1725;Brendan Suarez;5;1725;1-1-2022;
1726;Tim Mckee;2;1726;1-1-2022;
1727;Abbie Lyons;3;1727;1-1-2022;
1728;Morgan Short;4;1728;1-1-2022;
1729;Owais York;3;1729;1-1-2022;
1730;Grace Berry;4;1730;1-1-2022;
1731;Anoushka Moses;1;1731;1-1-2022;
1732;Ben Peters;3;1732;1-1-2022;
1733;Pauline Murphy;5;1733;1-1-2022;
1734;Liam Flores;5;1734;1-1-2022;
1735;Huda Greene;4;1735;1-1-2022;
1736;Aiza Hunter;3;1736;1-1-2022;
1737;Conor Buck;2;1737;1-1-2022;
1738;Damien Lang;4;1738;1-1-2022;
1739;Leanne Sparks;5;1739;1-1-2022;
1740;Kelvin Lamb;3;1740;1-1-2022;
1741;Gareth Frederick;4;1741;1-1-2022;
1742;Keane Carver;2;1742;1-1-2022;
1743;Ishaan Ford;1;1743;1-1-2022;
1744;Lottie Rice;4;1744;1-1-2022;
1745;Ioan Mayo;4;1745;1-1-2022;
1746;Talha Harvey;1;1746;1-1-2022;
1747;Montgomery Sweeney;2;1747;1-1-2022;
1748;Caroline Solis;4;1748;1-1-2022;
1749;Marilyn Grant;5;1749;1-1-2022;
1750;Jemima Acevedo;3;1750;1-1-2022;
1751;Shakira Brooks;5;1751;1-1-2022;
1752;Cayden Rosario;4;1752;1-1-2022;
1753;Shayla Garrett;4;1753;1-1-2022;
1754;Timothy Hunt;5;1754;1-1-2022;
1755;Cassie Spencer;3;1755;1-1-2022;
1756;Albie Warren;3;1756;1-1-2022;
1757;Wilbur Sears;2;1757;1-1-2022;
1758;Ayesha Oliver;5;1758;1-1-2022;
1759;Harrison Cisneros;3;1759;1-1-2022;
1760;Jane Ortiz;1;1760;1-1-2022;
1761;Daisie Hammond;1;1761;1-1-2022;
1762;Lili Ramsey;4;1762;1-1-2022;
1763;Kaleb Krueger;3;1763;1-1-2022;
1764;Bailey Hardin;4;1764;1-1-2022;
1765;Tiffany Lindsay;5;1765;1-1-2022;
1766;Corey Wilkinson;4;1766;1-1-2022;
1767;Hugh Carlson;2;1767;1-1-2022;
1768;Saarah Cardenas;5;1768;1-1-2022;
1769;Ray Haynes;2;1769;1-1-2022;
1770;Madeline Cook;1;1770;1-1-2022;
1771;Gertrude Owen;3;1771;1-1-2022;
1772;Abbey Stark;5;1772;1-1-2022;
1773;Hamza Haas;5;1773;1-1-2022;
1774;Imogen Medina;5;1774;1-1-2022;
1775;Cordelia Reed;1;1775;1-1-2022;
1776;Denise Roy;3;1776;1-1-2022;
1777;Edith O'Moore;2;1777;1-1-2022;
1778;Addie Friedman;5;1778;1-1-2022;
1779;James Harrington;4;1779;1-1-2022;
1780;Stephen Mcgrath;1;1780;1-1-2022;
1781;Luc Horton;5;1781;1-1-2022;
1782;Emmie Mcdowell;2;1782;1-1-2022;
1783;Mathilda Manning;5;1783;1-1-2022;
1784;Roosevelt Wiley;4;1784;1-1-2022;
1785;Louis Massey;1;1785;1-1-2022;
1786;Yusra Galvan;2;1786;1-1-2022;
1787;Elisabeth Mullins;4;1787;1-1-2022;
1788;Lennon Yoder;1;1788;1-1-2022;
1789;Rosalie Calhoun;4;1789;1-1-2022;
1790;Keisha Barnett;4;1790;1-1-2022;
1791;Keziah Conley;2;1791;1-1-2022;
1792;Mathew Mcgowan;2;1792;1-1-2022;
1793;Yunus Conway;4;1793;1-1-2022;
1794;Zohaib Townsend;5;1794;1-1-2022;
1795;Arun Gould;3;1795;1-1-2022;
1796;Lina Holt;5;1796;1-1-2022;
1797;Earl Beard;2;1797;1-1-2022;
1798;Marshall Hernandez;3;1798;1-1-2022;
1799;Anas Duncan;3;1799;1-1-2022;
1800;Jordan Turner;1;1800;1-1-2022;
1801;Caoimhe Gomez;4;1801;1-1-2022;
1802;Thea Vargas;3;1802;1-1-2022;
1803;Safa Kane;3;1803;1-1-2022;
1804;Sienna Best;3;1804;1-1-2022;
1805;Lucinda Chavez;4;1805;1-1-2022;
1806;Kirsty Morrow;1;1806;1-1-2022;
1807;Samara Ball;1;1807;1-1-2022;
1808;Maggie Carroll;5;1808;1-1-2022;
1809;Nell Patrick;2;1809;1-1-2022;
1810;Daniella O'Quinn;5;1810;1-1-2022;
1811;Bryan Rojas;1;1811;1-1-2022;
1812;Jacqueline Newton;3;1812;1-1-2022;
1813;Dominik Taylor;4;1813;1-1-2022;
1814;Shannon Bauer;2;1814;1-1-2022;
1815;Jim Rasmussen;5;1815;1-1-2022;
1816;Miah Doyle;3;1816;1-1-2022;
1817;Harri Rangel;3;1817;1-1-2022;
1818;Emelia Grimes;1;1818;1-1-2022;
1819;Kaden Hilton;3;1819;1-1-2022;
1820;Cameron Dickerson;2;1820;1-1-2022;
1821;Idris Copeland;2;1821;1-1-2022;
1822;Hayden Chen;5;1822;1-1-2022;
1823;Clayton Farrell;3;1823;1-1-2022;
1824;Safia Hodges;2;1824;1-1-2022;
1825;Brendan Suarez;1;1825;1-1-2022;
1826;Tim Mckee;3;1826;1-1-2022;
1827;Abbie Lyons;5;1827;1-1-2022;
1828;Morgan Short;2;1828;1-1-2022;
1829;Owais York;5;1829;1-1-2022;
1830;Grace Berry;2;1830;1-1-2022;
1831;Anoushka Moses;1;1831;1-1-2022;
1832;Ben Peters;1;1832;1-1-2022;
1833;Pauline Murphy;1;1833;1-1-2022;
1834;Liam Flores;5;1834;1-1-2022;
1835;Huda Greene;5;1835;1-1-2022;
1836;Aiza Hunter;2;1836;1-1-2022;
1837;Conor Buck;4;1837;1-1-2022;
1838;Damien Lang;5;1838;1-1-2022;
1839;Leanne Sparks;1;1839;1-1-2022;
1840;Kelvin Lamb;5;1840;1-1-2022;
1841;Gareth Frederick;1;1841;1-1-2022;
1842;Keane Carver;3;1842;1-1-2022;
1843;Ishaan Ford;2;1843;1-1-2022;
1844;Lottie Rice;4;1844;1-1-2022;
1845;Ioan Mayo;3;1845;1-1-2022;
1846;Talha Harvey;1;1846;1-1-2022;
1847;Montgomery Sweeney;2;1847;1-1-2022;
1848;Caroline Solis;2;1848;1-1-2022;
1849;Marilyn Grant;2;1849;1-1-2022;
1850;Jemima Acevedo;5;1850;1-1-2022;
1851;Shakira Brooks;5;1851;1-1-2022;
1852;Cayden Rosario;2;1852;1-1-2022;
1853;Shayla Garrett;3;1853;1-1-2022;
1854;Timothy Hunt;4;1854;1-1-2022;
1855;Cassie Spencer;2;1855;1-1-2022;
1856;Albie Warren;4;1856;1-1-2022;
1857;Wilbur Sears;1;1857;1-1-2022;
1858;Ayesha Oliver;2;1858;1-1-2022;
1859;Harrison Cisneros;5;1859;1-1-2022;
1860;Jane Ortiz;3;1860;1-1-2022;
1861;Daisie Hammond;3;1861;1-1-2022;
1862;Lili Ramsey;4;1862;1-1-2022;
1863;Kaleb Krueger;2;1863;1-1-2022;
1864;Bailey Hardin;1;1864;1-1-2022;
1865;Tiffany Lindsay;4;1865;1-1-2022;
1866;Corey Wilkinson;4;1866;1-1-2022;
1867;Hugh Carlson;5;1867;1-1-2022;
1868;Saarah Cardenas;2;1868;1-1-2022;
1869;Ray Haynes;1;1869;1-1-2022;
1870;Madeline Cook;5;1870;1-1-2022;
1871;Gertrude Owen;2;1871;1-1-2022;
1872;Abbey Stark;1;1872;1-1-2022;
1873;Hamza Haas;4;1873;1-1-2022;
1874;Imogen Medina;2;1874;1-1-2022;
1875;Cordelia Reed;3;1875;1-1-2022;
1876;Denise Roy;3;1876;1-1-2022;
1877;Edith O'Moore;3;1877;1-1-2022;
1878;Addie Friedman;1;1878;1-1-2022;
1879;James Harrington;2;1879;1-1-2022;
1880;Stephen Mcgrath;1;1880;1-1-2022;
1881;Luc Horton;1;1881;1-1-2022;
1882;Emmie Mcdowell;5;1882;1-1-2022;
1883;Mathilda Manning;1;1883;1-1-2022;
1884;Roosevelt Wiley;5;1884;1-1-2022;
1885;Louis Massey;5;1885;1-1-2022;
1886;Yusra Galvan;1;1886;1-1-2022;
1887;Elisabeth Mullins;1;1887;1-1-2022;
1888;Lennon Yoder;5;1888;1-1-2022;
1889;Rosalie Calhoun;3;1889;1-1-2022;
1890;Keisha Barnett;2;1890;1-1-2022;
1891;Keziah Conley;5;1891;1-1-2022;
1892;Mathew Mcgowan;2;1892;1-1-2022;
1893;Yunus Conway;2;1893;1-1-2022;
1894;Zohaib Townsend;2;1894;1-1-2022;
1895;Arun Gould;5;1895;1-1-2022;
1896;Lina Holt;1;1896;1-1-2022;
1897;Earl Beard;2;1897;1-1-2022;
1898;Marshall Hernandez;3;1898;1-1-2022;
1899;Anas Duncan;3;1899;1-1-2022;
1900;Jordan Turner;5;1900;1-1-2022;
1901;Caoimhe Gomez;2;1901;1-1-2022;
1902;Thea Vargas;4;1902;1-1-2022;
1903;Safa Kane;3;1903;1-1-2022;
1904;Sienna Best;5;1904;1-1-2022;
1905;Lucinda Chavez;4;1905;1-1-2022;
1906;Kirsty Morrow;4;1906;1-1-2022;
1907;Samara Ball;3;1907;1-1-2022;
1908;Maggie Carroll;3;1908;1-1-2022;
1909;Nell Patrick;4;1909;1-1-2022;
1910;Daniella O'Quinn;1;1910;1-1-2022;
1911;Bryan Rojas;1;1911;1-1-2022;
1912;Jacqueline Newton;1;1912;1-1-2022;
1913;Dominik Taylor;3;1913;1-1-2022;
1914;Shannon Bauer;1;1914;1-1-2022;
1915;Jim Rasmussen;3;1915;1-1-2022;
1916;Miah Doyle;1;1916;1-1-2022;
1917;Harri Rangel;2;1917;1-1-2022;
1918;Emelia Grimes;3;1918;1-1-2022;
1919;Kaden Hilton;3;1919;1-1-2022;
1920;Cameron Dickerson;3;1920;1-1-2022;
1921;Idris Copeland;2;1921;1-1-2022;
1922;Hayden Chen;1;1922;1-1-2022;
1923;Clayton Farrell;1;1923;1-1-2022;
1924;Safia Hodges;4;1924;1-1-2022;
1925;Brendan Suarez;4;1925;1-1-2022;
1926;Tim Mckee;4;1926;1-1-2022;
1927;Abbie Lyons;4;1927;1-1-2022;
1928;Morgan Short;3;1928;1-1-2022;
1929;Owais York;2;1929;1-1-2022;
1930;Grace Berry;4;1930;1-1-2022;
1931;Anoushka Moses;5;1931;1-1-2022;
1932;Ben Peters;5;1932;1-1-2022;
1933;Pauline Murphy;1;1933;1-1-2022;
1934;Liam Flores;1;1934;1-1-2022;
1935;Huda Greene;2;1935;1-1-2022;
1936;Aiza Hunter;1;1936;1-1-2022;
1937;Conor Buck;3;1937;1-1-2022;
1938;Damien Lang;5;1938;1-1-2022;
1939;Leanne Sparks;3;1939;1-1-2022;
1940;Kelvin Lamb;5;1940;1-1-2022;
1941;Gareth Frederick;5;1941;1-1-2022;
1942;Keane Carver;5;1942;1-1-2022;
1943;Ishaan Ford;1;1943;1-1-2022;
1944;Lottie Rice;2;1944;1-1-2022;
1945;Ioan Mayo;4;1945;1-1-2022;
1946;Talha Harvey;5;1946;1-1-2022;
1947;Montgomery Sweeney;3;1947;1-1-2022;
1948;Caroline Solis;3;1948;1-1-2022;
1949;Marilyn Grant;5;1949;1-1-2022;
1950;Jemima Acevedo;1;1950;1-1-2022;
1951;Shakira Brooks;3;1951;1-1-2022;
1952;Cayden Rosario;4;1952;1-1-2022;
1953;Shayla Garrett;2;1953;1-1-2022;
1954;Timothy Hunt;4;1954;1-1-2022;
1955;Cassie Spencer;1;1955;1-1-2022;
1956;Albie Warren;3;1956;1-1-2022;
1957;Wilbur Sears;3;1957;1-1-2022;
1958;Ayesha Oliver;5;1958;1-1-2022;
1959;Harrison Cisneros;1;1959;1-1-2022;
1960;Jane Ortiz;3;1960;1-1-2022;
1961;Daisie Hammond;5;1961;1-1-2022;
1962;Lili Ramsey;3;1962;1-1-2022;
1963;Kaleb Krueger;5;1963;1-1-2022;
1964;Bailey Hardin;3;1964;1-1-2022;
1965;Tiffany Lindsay;4;1965;1-1-2022;
1966;Corey Wilkinson;1;1966;1-1-2022;
1967;Hugh Carlson;1;1967;1-1-2022;
1968;Saarah Cardenas;3;1968;1-1-2022;
1969;Ray Haynes;3;1969;1-1-2022;
1970;Madeline Cook;3;1970;1-1-2022;
1971;Gertrude Owen;5;1971;1-1-2022;
1972;Abbey Stark;5;1972;1-1-2022;
1973;Hamza Haas;4;1973;1-1-2022;
1974;Imogen Medina;2;1974;1-1-2022;
1975;Cordelia Reed;5;1975;1-1-2022;
1976;Denise Roy;4;1976;1-1-2022;
1977;Edith O'Moore;1;1977;1-1-2022;
1978;Addie Friedman;3;1978;1-1-2022;
1979;James Harrington;3;1979;1-1-2022;
1980;Stephen Mcgrath;2;1980;1-1-2022;
1981;Luc Horton;4;1981;1-1-2022;
1982;Emmie Mcdowell;5;1982;1-1-2022;
1983;Mathilda Manning;1;1983;1-1-2022;
1984;Roosevelt Wiley;4;1984;1-1-2022;
1985;Louis Massey;4;1985;1-1-2022;
1986;Yusra Galvan;5;1986;1-1-2022;
1987;Elisabeth Mullins;5;1987;1-1-2022;
1988;Lennon Yoder;2;1988;1-1-2022;
1989;Rosalie Calhoun;5;1989;1-1-2022;
1990;Keisha Barnett;1;1990;1-1-2022;
1991;Keziah Conley;4;1991;1-1-2022;
1992;Mathew Mcgowan;2;1992;1-1-2022;
1993;Yunus Conway;4;1993;1-1-2022;
1994;Zohaib Townsend;4;1994;1-1-2022;
1995;Arun Gould;1;1995;1-1-2022;
1996;Lina Holt;5;1996;1-1-2022;
1997;Earl Beard;4;1997;1-1-2022;
1998;Marshall Hernandez;2;1998;1-1-2022;
1999;Anas Duncan;3;1999;1-1-2022;
2000;Jordan Turner;3;2000;1-1-2022;
2001;Caoimhe Gomez;2;2001;1-1-2022;
2002;Thea Vargas;3;2002;1-1-2022;
2003;Safa Kane;1;2003;1-1-2022;
2004;Sienna Best;3;2004;1-1-2022;
2005;Lucinda Chavez;2;2005;1-1-2022;
2006;Kirsty Morrow;5;2006;1-1-2022;
2007;Samara Ball;5;2007;1-1-2022;
2008;Maggie Carroll;2;2008;1-1-2022;
2009;Nell Patrick;3;2009;1-1-2022;
2010;Daniella O'Quinn;4;2010;1-1-2022;
2011;Bryan Rojas;2;2011;1-1-2022;
2012;Jacqueline Newton;4;2012;1-1-2022;
2013;Dominik Taylor;2;2013;1-1-2022;
2014;Shannon Bauer;4;2014;1-1-2022;
2015;Jim Rasmussen;3;2015;1-1-2022;
2016;Miah Doyle;2;2016;1-1-2022;
2017;Harri Rangel;4;2017;1-1-2022;
2018;Emelia Grimes;3;2018;1-1-2022;
2019;Kaden Hilton;2;2019;1-1-2022;
2020;Cameron Dickerson;5;2020;1-1-2022;
2021;Idris Copeland;4;2021;1-1-2022;
2022;Hayden Chen;3;2022;1-1-2022;
2023;Clayton Farrell;5;2023;1-1-2022;
2024;Safia Hodges;3;2024;1-1-2022;
2025;Brendan Suarez;1;2025;1-1-2022;
2026;Tim Mckee;3;2026;1-1-2022;
2027;Abbie Lyons;3;2027;1-1-2022;
2028;Morgan Short;2;2028;1-1-2022;
2029;Owais York;5;2029;1-1-2022;
2030;Grace Berry;3;2030;1-1-2022;
2031;Anoushka Moses;5;2031;1-1-2022;
2032;Ben Peters;5;2032;1-1-2022;
2033;Pauline Murphy;2;2033;1-1-2022;
2034;Liam Flores;3;2034;1-1-2022;
2035;Huda Greene;5;2035;1-1-2022;
2036;Aiza Hunter;4;2036;1-1-2022;
2037;Conor Buck;2;2037;1-1-2022;
2038;Damien Lang;4;2038;1-1-2022;
2039;Leanne Sparks;1;2039;1-1-2022;
2040;Kelvin Lamb;5;2040;1-1-2022;
2041;Gareth Frederick;2;2041;1-1-2022;
2042;Keane Carver;2;2042;1-1-2022;
2043;Ishaan Ford;5;2043;1-1-2022;
2044;Lottie Rice;4;2044;1-1-2022;
2045;Ioan Mayo;5;2045;1-1-2022;
2046;Talha Harvey;4;2046;1-1-2022;
2047;Montgomery Sweeney;4;2047;1-1-2022;
2048;Caroline Solis;4;2048;1-1-2022;
2049;Marilyn Grant;4;2049;1-1-2022;
2050;Jemima Acevedo;3;2050;1-1-2022;
2051;Shakira Brooks;5;2051;1-1-2022;
2052;Cayden Rosario;3;2052;1-1-2022;
2053;Shayla Garrett;2;2053;1-1-2022;
2054;Timothy Hunt;5;2054;1-1-2022;
2055;Cassie Spencer;2;2055;1-1-2022;
2056;Albie Warren;1;2056;1-1-2022;
2057;Wilbur Sears;2;2057;1-1-2022;
2058;Ayesha Oliver;2;2058;1-1-2022;
2059;Harrison Cisneros;3;2059;1-1-2022;
2060;Jane Ortiz;2;2060;1-1-2022;
2061;Daisie Hammond;1;2061;1-1-2022;
2062;Lili Ramsey;4;2062;1-1-2022;
2063;Kaleb Krueger;3;2063;1-1-2022;
2064;Bailey Hardin;1;2064;1-1-2022;
2065;Tiffany Lindsay;1;2065;1-1-2022;
2066;Corey Wilkinson;3;2066;1-1-2022;
2067;Hugh Carlson;1;2067;1-1-2022;
2068;Saarah Cardenas;4;2068;1-1-2022;
2069;Ray Haynes;1;2069;1-1-2022;
2070;Madeline Cook;5;2070;1-1-2022;
2071;Gertrude Owen;5;2071;1-1-2022;
2072;Abbey Stark;5;2072;1-1-2022;
2073;Hamza Haas;1;2073;1-1-2022;
2074;Imogen Medina;3;2074;1-1-2022;
2075;Cordelia Reed;5;2075;1-1-2022;
2076;Denise Roy;3;2076;1-1-2022;
2077;Edith O'Moore;2;2077;1-1-2022;
2078;Addie Friedman;3;2078;1-1-2022;
2079;James Harrington;2;2079;1-1-2022;
2080;Stephen Mcgrath;1;2080;1-1-2022;
2081;Luc Horton;4;2081;1-1-2022;
2082;Emmie Mcdowell;2;2082;1-1-2022;
2083;Mathilda Manning;1;2083;1-1-2022;
2084;Roosevelt Wiley;3;2084;1-1-2022;
2085;Louis Massey;1;2085;1-1-2022;
2086;Yusra Galvan;2;2086;1-1-2022;
2087;Elisabeth Mullins;4;2087;1-1-2022;
2088;Lennon Yoder;2;2088;1-1-2022;
2089;Rosalie Calhoun;1;2089;1-1-2022;
2090;Keisha Barnett;2;2090;1-1-2022;
2091;Keziah Conley;1;2091;1-1-2022;
2092;Mathew Mcgowan;3;2092;1-1-2022;
2093;Yunus Conway;2;2093;1-1-2022;
2094;Zohaib Townsend;3;2094;1-1-2022;
2095;Arun Gould;5;2095;1-1-2022;
2096;Lina Holt;2;2096;1-1-2022;
2097;Earl Beard;4;2097;1-1-2022;
2098;Marshall Hernandez;1;2098;1-1-2022;
2099;Anas Duncan;1;2099;1-1-2022;
2100;Jordan Turner;4;2100;1-1-2022;
2101;Caoimhe Gomez;1;2101;1-1-2022;
2102;Thea Vargas;5;2102;1-1-2022;
2103;Safa Kane;3;2103;1-1-2022;
2104;Sienna Best;5;2104;1-1-2022;
2105;Lucinda Chavez;3;2105;1-1-2022;
2106;Kirsty Morrow;4;2106;1-1-2022;
2107;Samara Ball;5;2107;1-1-2022;
2108;Maggie Carroll;4;2108;1-1-2022;
2109;Nell Patrick;4;2109;1-1-2022;
2110;Daniella O'Quinn;5;2110;1-1-2022;
2111;Bryan Rojas;5;2111;1-1-2022;
2112;Jacqueline Newton;3;2112;1-1-2022;
2113;Dominik Taylor;5;2113;1-1-2022;
2114;Shannon Bauer;3;2114;1-1-2022;
2115;Jim Rasmussen;4;2115;1-1-2022;
2116;Miah Doyle;3;2116;1-1-2022;
2117;Harri Rangel;2;2117;1-1-2022;
2118;Emelia Grimes;3;2118;1-1-2022;
2119;Kaden Hilton;3;2119;1-1-2022;
2120;Cameron Dickerson;3;2120;1-1-2022;
2121;Idris Copeland;1;2121;1-1-2022;
2122;Hayden Chen;4;2122;1-1-2022;
2123;Clayton Farrell;2;2123;1-1-2022;
2124;Safia Hodges;3;2124;1-1-2022;
2125;Brendan Suarez;1;2125;1-1-2022;
2126;Tim Mckee;1;2126;1-1-2022;
2127;Abbie Lyons;5;2127;1-1-2022;
2128;Morgan Short;2;2128;1-1-2022;
2129;Owais York;2;2129;1-1-2022;
2130;Grace Berry;4;2130;1-1-2022;
2131;Anoushka Moses;3;2131;1-1-2022;
2132;Ben Peters;2;2132;1-1-2022;
2133;Pauline Murphy;1;2133;1-1-2022;
2134;Liam Flores;2;2134;1-1-2022;
2135;Huda Greene;2;2135;1-1-2022;
2136;Aiza Hunter;5;2136;1-1-2022;
2137;Conor Buck;1;2137;1-1-2022;
2138;Damien Lang;3;2138;1-1-2022;
2139;Leanne Sparks;4;2139;1-1-2022;
2140;Kelvin Lamb;1;2140;1-1-2022;
2141;Gareth Frederick;5;2141;1-1-2022;
2142;Keane Carver;1;2142;1-1-2022;
2143;Ishaan Ford;1;2143;1-1-2022;
2144;Lottie Rice;5;2144;1-1-2022;
2145;Ioan Mayo;1;2145;1-1-2022;
2146;Talha Harvey;2;2146;1-1-2022;
2147;Montgomery Sweeney;3;2147;1-1-2022;
2148;Caroline Solis;4;2148;1-1-2022;
2149;Marilyn Grant;5;2149;1-1-2022;
2150;Jemima Acevedo;5;2150;1-1-2022;
2151;Shakira Brooks;2;2151;1-1-2022;
2152;Cayden Rosario;5;2152;1-1-2022;
2153;Shayla Garrett;1;2153;1-1-2022;
2154;Timothy Hunt;1;2154;1-1-2022;
2155;Cassie Spencer;1;2155;1-1-2022;
2156;Albie Warren;3;2156;1-1-2022;
2157;Wilbur Sears;1;2157;1-1-2022;
2158;Ayesha Oliver;5;2158;1-1-2022;
2159;Harrison Cisneros;2;2159;1-1-2022;
2160;Jane Ortiz;5;2160;1-1-2022;
2161;Daisie Hammond;4;2161;1-1-2022;
2162;Lili Ramsey;3;2162;1-1-2022;
2163;Kaleb Krueger;5;2163;1-1-2022;
2164;Bailey Hardin;4;2164;1-1-2022;
2165;Tiffany Lindsay;3;2165;1-1-2022;
2166;Corey Wilkinson;4;2166;1-1-2022;
2167;Hugh Carlson;4;2167;1-1-2022;
2168;Saarah Cardenas;5;2168;1-1-2022;
2169;Ray Haynes;3;2169;1-1-2022;
2170;Madeline Cook;3;2170;1-1-2022;
2171;Gertrude Owen;1;2171;1-1-2022;
2172;Abbey Stark;2;2172;1-1-2022;
2173;Hamza Haas;1;2173;1-1-2022;
2174;Imogen Medina;5;2174;1-1-2022;
2175;Cordelia Reed;1;2175;1-1-2022;
2176;Denise Roy;5;2176;1-1-2022;
2177;Edith O'Moore;5;2177;1-1-2022;
2178;Addie Friedman;3;2178;1-1-2022;
2179;James Harrington;5;2179;1-1-2022;
2180;Stephen Mcgrath;5;2180;1-1-2022;
2181;Luc Horton;4;2181;1-1-2022;
2182;Emmie Mcdowell;3;2182;1-1-2022;
2183;Mathilda Manning;5;2183;1-1-2022;
2184;Roosevelt Wiley;3;2184;1-1-2022;
2185;Louis Massey;5;2185;1-1-2022;
2186;Yusra Galvan;1;2186;1-1-2022;
2187;Elisabeth Mullins;1;2187;1-1-2022;
2188;Lennon Yoder;3;2188;1-1-2022;
2189;Rosalie Calhoun;1;2189;1-1-2022;
2190;Keisha Barnett;2;2190;1-1-2022;
2191;Keziah Conley;4;2191;1-1-2022;
2192;Mathew Mcgowan;4;2192;1-1-2022;
2193;Yunus Conway;4;2193;1-1-2022;
2194;Zohaib Townsend;4;2194;1-1-2022;
2195;Arun Gould;1;2195;1-1-2022;
2196;Lina Holt;3;2196;1-1-2022;
2197;Earl Beard;2;2197;1-1-2022;
2198;Marshall Hernandez;3;2198;1-1-2022;
2199;Anas Duncan;4;2199;1-1-2022;
2200;Jordan Turner;5;2200;1-1-2022;
2201;Caoimhe Gomez;3;2201;1-1-2022;
2202;Thea Vargas;4;2202;1-1-2022;
2203;Safa Kane;3;2203;1-1-2022;
2204;Sienna Best;2;2204;1-1-2022;
2205;Lucinda Chavez;5;2205;1-1-2022;
2206;Kirsty Morrow;5;2206;1-1-2022;
2207;Samara Ball;4;2207;1-1-2022;
2208;Maggie Carroll;1;2208;1-1-2022;
2209;Nell Patrick;3;2209;1-1-2022;
2210;Daniella O'Quinn;2;2210;1-1-2022;
2211;Bryan Rojas;4;2211;1-1-2022;
2212;Jacqueline Newton;3;2212;1-1-2022;
2213;Dominik Taylor;4;2213;1-1-2022;
2214;Shannon Bauer;4;2214;1-1-2022;
2215;Jim Rasmussen;5;2215;1-1-2022;
2216;Miah Doyle;1;2216;1-1-2022;
2217;Harri Rangel;4;2217;1-1-2022;
2218;Emelia Grimes;4;2218;1-1-2022;
2219;Kaden Hilton;2;2219;1-1-2022;
2220;Cameron Dickerson;2;2220;1-1-2022;
2221;Idris Copeland;4;2221;1-1-2022;
2222;Hayden Chen;1;2222;1-1-2022;
2223;Clayton Farrell;1;2223;1-1-2022;
2224;Safia Hodges;1;2224;1-1-2022;
2225;Brendan Suarez;4;2225;1-1-2022;
2226;Tim Mckee;1;2226;1-1-2022;
2227;Abbie Lyons;1;2227;1-1-2022;
2228;Morgan Short;4;2228;1-1-2022;
2229;Owais York;5;2229;1-1-2022;
2230;Grace Berry;5;2230;1-1-2022;
2231;Anoushka Moses;5;2231;1-1-2022;
2232;Ben Peters;1;2232;1-1-2022;
2233;Pauline Murphy;4;2233;1-1-2022;
2234;Liam Flores;1;2234;1-1-2022;
2235;Huda Greene;3;2235;1-1-2022;
2236;Aiza Hunter;4;2236;1-1-2022;
2237;Conor Buck;1;2237;1-1-2022;
2238;Damien Lang;2;2238;1-1-2022;
2239;Leanne Sparks;4;2239;1-1-2022;
2240;Kelvin Lamb;3;2240;1-1-2022;
2241;Gareth Frederick;3;2241;1-1-2022;
2242;Keane Carver;1;2242;1-1-2022;
2243;Ishaan Ford;1;2243;1-1-2022;
2244;Lottie Rice;3;2244;1-1-2022;
2245;Ioan Mayo;1;2245;1-1-2022;
2246;Talha Harvey;1;2246;1-1-2022;
2247;Montgomery Sweeney;3;2247;1-1-2022;
2248;Caroline Solis;4;2248;1-1-2022;
2249;Marilyn Grant;3;2249;1-1-2022;
2250;Jemima Acevedo;4;2250;1-1-2022;
2251;Shakira Brooks;2;2251;1-1-2022;
2252;Cayden Rosario;1;2252;1-1-2022;
2253;Shayla Garrett;1;2253;1-1-2022;
2254;Timothy Hunt;5;2254;1-1-2022;
2255;Cassie Spencer;4;2255;1-1-2022;
2256;Albie Warren;1;2256;1-1-2022;
2257;Wilbur Sears;4;2257;1-1-2022;
2258;Ayesha Oliver;5;2258;1-1-2022;
2259;Harrison Cisneros;3;2259;1-1-2022;
2260;Jane Ortiz;4;2260;1-1-2022;
2261;Daisie Hammond;3;2261;1-1-2022;
2262;Lili Ramsey;1;2262;1-1-2022;
2263;Kaleb Krueger;2;2263;1-1-2022;
2264;Bailey Hardin;5;2264;1-1-2022;
2265;Tiffany Lindsay;5;2265;1-1-2022;
2266;Corey Wilkinson;1;2266;1-1-2022;
2267;Hugh Carlson;5;2267;1-1-2022;
2268;Saarah Cardenas;5;2268;1-1-2022;
2269;Ray Haynes;3;2269;1-1-2022;
2270;Madeline Cook;3;2270;1-1-2022;
2271;Gertrude Owen;4;2271;1-1-2022;
2272;Abbey Stark;1;2272;1-1-2022;
2273;Hamza Haas;5;2273;1-1-2022;
2274;Imogen Medina;3;2274;1-1-2022;
2275;Cordelia Reed;2;2275;1-1-2022;
2276;Denise Roy;3;2276;1-1-2022;
2277;Edith O'Moore;3;2277;1-1-2022;
2278;Addie Friedman;5;2278;1-1-2022;
